chargingStationId,idTokenId,transactionId,vehicleConnected,chargingStarted,chargingEnded,vehicleDisconnected,durationOfCharging,chargedEnergyInfrastructure,chargedEnergyVehicle,maxCurrent,averageCurrent,startSoC,stopSoc,odometer,chargingSessionState,failureReason
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,4463ec03-e43b-4383-9aeb-fcf35f61aa51,2022-03-21T23:31:00.486Z,,,2022-03-21T23:31:05.857Z,0,,,,,,,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,5139956a-cf55-47ee-b459-ba41fde34c26,2022-03-21T23:43:21.53Z,2022-03-21T23:43:23.003Z,2022-03-21T23:43:27.011Z,2022-03-21T23:43:27.011Z,4,,,0,,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,cb30a542-e67f-48cd-9ce8-dec086c919ff,2022-03-21T23:49:50.517Z,2022-03-21T23:49:52.114Z,2022-03-21T23:50:00.803Z,2022-03-21T23:50:00.803Z,8,,,0,,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,63fb940b-fda6-444b-b84e-4ad12f326cf1,2022-03-22T00:01:22.433Z,,,2022-03-22T00:01:27.606Z,0,,,,,,,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,e8f618a4-a0f8-4681-8713-c33557dbdb82,2022-03-22T00:17:32.27Z,2022-03-22T00:17:33.844Z,2022-03-22T00:17:36.518Z,2022-03-22T00:17:36.518Z,2,,,0,,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,b4828af3-532e-4eec-9368-4b8810c91a72,2022-03-22T00:21:34.083Z,2022-03-22T00:21:35.789Z,2022-03-22T00:21:37.958Z,2022-03-22T00:21:37.958Z,2,,,0,,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,b4bfb673-418e-4a0e-a953-258763897ff6,2022-03-22T00:37:10.81Z,2022-03-22T00:37:12.281Z,2022-03-22T00:37:14.763Z,2022-03-22T00:37:14.763Z,2,,,0,,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,0dfe6fc4-273a-40ea-a50b-e90aa4b9dc5a,2022-03-22T00:39:14.494Z,2022-03-22T00:39:15.97Z,2022-03-22T00:39:20.071Z,2022-03-22T00:39:20.071Z,4,,,0,,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,6af3a63f-e749-4442-8a04-163e6d289f34,2022-03-22T00:41:35.77Z,,,2022-03-22T00:41:40.942Z,0,,,,,,,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,08a51cd7-140b-4eeb-82bc-1d6eae85f787,2022-03-22T00:43:28.375Z,2022-03-22T00:43:29.848Z,2022-03-22T00:43:33.139Z,2022-03-22T00:43:33.139Z,3,,,0,,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,608d2559-f036-426d-b4c0-d7c3b3895276,2022-03-22T00:52:55.421Z,,,2022-03-22T00:53:10.687Z,0,,,,,,,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,b5494836-e796-40b7-a89f-f2c7c8d28bb7,2022-03-22T00:55:14.815Z,2022-03-22T00:55:16.256Z,2022-03-22T00:56:03.02Z,2022-03-22T00:56:03.02Z,46,,,15.012,11.613065,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,b4ec8eef-f422-4ae4-beb2-45fe9a4e9564,2022-03-22T00:57:48.497Z,2022-03-22T00:57:49.982Z,2022-03-22T00:57:53.826Z,2022-03-22T00:57:53.826Z,3,,,0,,79,79,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,4655397b-49f8-4f1b-8b8b-706556d4f697,2022-03-22T01:03:14.073Z,2022-03-22T01:03:15.537Z,2022-03-22T01:03:18.062Z,2022-03-22T01:03:18.062Z,2,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,4a5f36a8-e890-4303-9d78-1d1ca6e95cf8,2022-03-22T01:07:55.272Z,2022-03-22T01:07:56.731Z,2022-03-22T01:07:59.228Z,2022-03-22T01:07:59.228Z,2,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,cfa28bfa-255c-4bba-bb21-62a2f38e37a2,2022-03-22T01:09:06.361Z,2022-03-22T01:09:07.83Z,2022-03-22T01:09:10.767Z,2022-03-22T01:09:10.767Z,2,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,8f666be1-afc7-48b8-a187-5fb0eb03ea76,2022-03-22T01:10:20.074Z,2022-03-22T01:10:21.533Z,2022-03-22T01:10:25.72Z,2022-03-22T01:10:25.72Z,4,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,8bfaa60b-cad7-4bc5-8f49-18261d2314ce,2022-03-22T01:12:50.686Z,2022-03-22T01:12:52.151Z,2022-03-22T01:12:54.364Z,2022-03-22T01:12:54.364Z,2,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,453e6e58-1c35-41c9-9078-b06b982189e4,2022-03-22T01:14:39.399Z,2022-03-22T01:14:40.872Z,2022-03-22T01:14:44.36Z,2022-03-22T01:14:44.36Z,3,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,5acc52b4-ba12-4ea1-9c7e-0e03fd367367,2022-03-22T01:17:31.149Z,2022-03-22T01:17:32.636Z,2022-03-22T01:17:36.414Z,2022-03-22T01:17:36.414Z,3,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,56cbee16-4395-443b-891c-a545224abd00,2022-03-22T01:19:18.939Z,2022-03-22T01:19:20.384Z,2022-03-22T01:19:23.711Z,2022-03-22T01:19:23.711Z,3,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,c5067825-b931-45bc-91a2-6a4bf07a4cc9,2022-03-22T01:24:02.544Z,2022-03-22T01:24:04.034Z,2022-03-22T01:28:13.103Z,2022-03-22T01:28:13.103Z,249,,,12.09,10.812044,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,d7308d8e-5097-4380-a84f-64d0ed917a24,2022-03-22T01:32:59.086Z,2022-03-22T01:33:00.55Z,2022-03-22T01:36:31.058Z,2022-03-22T01:36:31.058Z,210,,,12.105,10.69555,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,ca182ba9-bca2-47e9-9df2-a2c9be751f94,2022-03-22T01:40:52.827Z,2022-03-22T01:40:54.286Z,2022-03-22T01:40:58.794Z,2022-03-22T01:40:58.794Z,4,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,a06faa71f598,143772f1-177e-4c6d-8780-1d668048cd2f,2022-03-22T01:47:37.564Z,2022-03-22T01:47:39.033Z,2022-03-22T01:47:43.322Z,2022-03-22T01:47:43.322Z,4,,,0,,78,78,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,9012a1004bc9,29af9308-b2af-443e-9ba8-0e036e68ef8c,2022-03-22T16:05:28.895Z,2022-03-22T16:06:17.625Z,2022-03-22T16:07:15.328Z,2022-03-22T16:07:15.328Z,57,,,11.342,9.363465,52,52,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,9012a1004bc9,2a70b53c-4705-4332-b472-9c2d1f80bb34,2022-03-22T16:14:40.429Z,2022-03-22T16:14:46.799Z,2022-03-22T16:20:41.232Z,2022-03-22T16:20:41.232Z,354,,,11.338,10.979118,52,52,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,9012a1004bc9,e8df40ad-c585-419b-9c54-2b8103a3b058,2022-03-22T16:26:49.534Z,2022-03-22T16:26:55.496Z,2022-03-22T16:28:22.242Z,2022-03-22T16:28:22.242Z,86,,,49.104,43.366207,53,53,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,9012a1004bc9,9e6d5c91-d67c-4d2b-b170-257b386c9f18,2022-03-22T16:38:38.088Z,2022-03-22T16:38:44.533Z,2022-03-22T16:40:02.997Z,2022-03-22T16:40:02.997Z,78,,,88.84,72.71456,53,55,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,04e77e0001c5,c9a893f6-0d50-4689-a7f8-884a634e4635,2022-03-22T16:51:57.069Z,2022-03-22T16:52:04.471Z,2022-03-22T16:52:06.339Z,2022-03-22T16:52:06.339Z,1,,,0.082,0.082,60,60,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,04e77e0001c5,5f94ba11-c399-40e4-9928-0300497a83ee,2022-03-22T16:59:34.348Z,2022-03-22T16:59:41.805Z,2022-03-22T16:59:43.146Z,2022-03-22T16:59:43.146Z,1,,,0,,60,60,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,04e77e0001c5,2e0c37bf-0fc5-4a35-ac6a-9149d90a1c3f,2022-03-22T17:11:51.025Z,2022-03-22T17:11:58.476Z,2022-03-22T17:11:59.595Z,2022-03-22T17:11:59.595Z,1,,,0,,60,60,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,04e77e0001c5,cbbfe08b-9459-461f-a0bf-3326e7a1eceb,2022-03-22T17:18:47.555Z,2022-03-22T17:18:54.993Z,2022-03-22T17:18:57.463Z,2022-03-22T17:18:57.463Z,2,,,0,,60,60,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,04e77e0001c5,e7c6123a-cea8-41b3-a79b-d07054211341,2022-03-22T17:20:55.956Z,2022-03-22T17:20:59.031Z,2022-03-22T17:30:28.84Z,2022-03-22T17:30:28.84Z,569,,,84.849,82.61188,60,65,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,04e77e0001c5,75d78430-14d2-46c7-86ed-a88751de5b43,2022-03-22T17:38:28.686Z,,,2022-03-22T17:38:52.562Z,0,,,,,,,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,04e77e0001c5,28a99718-9400-4353-b546-656e51963074,2022-03-22T17:52:37.864Z,2022-03-22T17:52:45.257Z,2022-03-22T17:52:48.896Z,2022-03-22T17:52:48.896Z,3,,,0,,65,65,,FinishedSuccessfully,
43fc1e04-4b1c-4474-b805-77576f920a1e,04e77e0001c5,82e0d07f-68a1-4b24-b99b-a6d2d8aee1ba,2022-03-22T18:06:02.965Z,2022-03-22T18:06:06.091Z,2022-03-22T18:08:10.515Z,2022-03-22T18:08:10.515Z,124,,,83.281,73.90132,64,65,,FinishedSuccessfully,
